time,V_bus_1,V_bus_2,V_bus_3,V_MG
0.64975,793.54,795.66,798.95,796.05
0.65082,793.64,795.69,799,796.11
0.65205,794.06,795.57,799.04,796.22
0.65292,793.82,795.75,799.12,796.23
0.6538,793.73,795.85,799.18,796.25
0.65487,793.82,795.88,799.24,796.31
0.65607,794.2,795.77,799.27,796.42
0.65717,794.6,795.66,799.29,796.52
0.65806,794.21,795.9,799.39,796.5
0.65889,793.97,796.06,799.46,796.5
0.65985,793.98,796.12,799.51,796.54
0.66102,794.2,796.09,799.56,796.62
0.66221,794.75,795.9,799.57,796.74
0.66319,794.69,795.99,799.63,796.77
0.66402,794.27,796.24,799.72,796.74
0.66489,794.17,796.34,799.78,796.76
0.66596,794.26,796.36,799.82,796.82
0.66719,794.68,796.23,799.85,796.92
0.66806,794.43,796.4,799.92,796.92
0.66894,794.33,796.5,799.98,796.93
0.67001,794.42,796.52,800.02,796.99
0.67121,794.79,796.41,800.05,797.08
0.67231,795.18,796.28,800.06,797.18
0.6732,794.79,796.52,800.15,797.15
0.67403,794.54,796.68,800.21,797.14
0.67499,794.54,796.73,800.26,797.18
0.67615,794.75,796.69,800.3,797.25
0.67734,795.3,796.5,800.3,797.36
0.67832,795.23,796.58,800.35,797.39
0.67915,794.8,796.82,800.43,797.35
0.68002,794.7,796.91,800.49,797.37
0.68109,794.79,796.93,800.53,797.41
0.68231,795.2,796.8,800.54,797.51
0.68319,794.94,796.96,800.61,797.5
0.68407,794.84,797.05,800.66,797.51
0.68513,794.91,797.06,800.7,797.56
0.68634,795.28,796.95,800.71,797.65
0.68743,795.67,796.82,800.72,797.73
0.68832,795.27,797.05,800.8,797.7
0.68915,795.02,797.2,800.86,797.69
0.69011,795.01,797.25,800.9,797.72
0.69128,795.21,797.2,800.93,797.78
0.69246,795.75,797,800.92,797.89
0.69344,795.68,797.08,800.97,797.91
0.69427,795.25,797.32,801.05,797.87
0.69514,795.14,797.4,801.09,797.88
0.69621,795.22,797.41,801.13,797.92
0.69743,795.62,797.27,801.13,798.01
0.69831,795.36,797.43,801.19,798
0.69919,795.25,797.52,801.24,798
0.70025,795.33,797.53,801.27,798.04
0.70145,795.69,797.4,801.28,798.12
0.70255,796.07,797.27,801.28,798.21
0.70344,795.66,797.49,801.35,798.17
0.70426,795.41,797.64,801.41,798.15
0.70523,795.4,797.68,801.45,798.18
0.70639,795.6,797.64,801.47,798.23
0.70757,796.13,797.43,801.45,798.34
0.70856,796.05,797.5,801.5,798.35
0.70938,795.62,797.74,801.57,798.31
0.71025,795.51,797.82,801.61,798.31
0.71132,795.58,797.82,801.64,798.35
0.71254,795.98,797.68,801.64,798.43
0.71342,795.71,797.83,801.69,798.41
0.7143,795.6,797.91,801.73,798.42
0.71536,795.67,797.92,801.76,798.45
0.71656,796.03,797.79,801.76,798.53
0.71766,796.4,797.65,801.76,798.6
0.71854,795.99,797.87,801.83,798.56
0.71937,795.73,798.02,801.88,798.54
0.72033,795.72,798.06,801.91,798.56
0.72149,795.91,798,801.93,798.61
0.72268,796.44,797.79,801.91,798.71
0.72366,796.36,797.86,801.94,798.72
0.72448,795.92,798.09,802.01,798.68
0.72535,795.81,798.17,802.05,798.68
0.72643,795.88,798.17,802.07,798.71
0.72764,796.27,798.02,802.07,798.79
0.72852,796,798.17,802.12,798.76
0.7294,795.88,798.25,802.16,798.76
0.73046,795.95,798.25,802.18,798.79
0.73166,796.3,798.12,802.18,798.87
0.73275,796.67,797.97,802.17,798.94
0.73364,796.26,798.19,802.23,798.9
0.73447,796,798.34,802.28,798.87
0.73543,795.98,798.37,802.31,798.89
0.73659,796.17,798.31,802.32,798.93
0.73777,796.69,798.1,802.29,799.03
0.73875,796.61,798.16,802.33,799.03
0.73958,796.17,798.39,802.39,798.98
0.74045,796.05,798.47,802.43,798.98
0.74152,796.12,798.46,802.45,799.01
0.74274,796.51,798.31,802.44,799.08
0.74361,796.23,798.46,802.48,799.06
0.74449,796.12,798.53,802.52,799.06
0.74555,796.18,798.53,802.54,799.08
0.74675,796.53,798.39,802.53,799.15
0.74784,796.89,798.25,802.51,799.22
0.74873,796.48,798.46,802.58,799.17
0.74956,796.21,798.6,802.62,799.15
0.75052,796.19,798.63,802.65,799.16
0.75168,796.38,798.57,802.65,799.2
0.75286,796.9,798.36,802.62,799.29
0.75384,796.81,798.42,802.65,799.29
0.75466,796.37,798.64,802.72,799.24
0.75553,796.25,798.72,802.75,799.24
0.75661,796.31,798.71,802.76,799.26
0.75782,796.7,798.55,802.75,799.33
0.7587,796.42,798.7,802.79,799.31
0.75957,796.3,798.77,802.82,799.3
0.76063,796.36,798.77,802.84,799.32
0.76183,796.71,798.63,802.83,799.39
0.76293,797.07,798.48,802.81,799.45
0.76381,796.66,798.69,802.87,799.41
0.76464,796.39,798.83,802.91,799.38
0.7656,796.37,798.86,802.93,799.39
0.76676,796.55,798.8,802.94,799.43
0.76794,797.07,798.58,802.9,799.51
0.76892,796.97,798.63,802.93,799.51
0.76975,796.53,798.86,802.99,799.46
0.77061,796.41,798.93,803.02,799.45
0.77168,796.47,798.92,803.03,799.47
0.7729,796.85,798.76,803.01,799.54
0.77378,796.58,798.9,803.06,799.51
0.77465,796.45,798.98,803.08,799.5
0.77571,796.51,798.97,803.1,799.52
0.77691,796.85,798.83,803.08,799.59
0.778,797.22,798.67,803.06,799.65
0.77889,796.8,798.88,803.12,799.6
0.77972,796.53,799.02,803.16,799.57
0.78067,796.5,799.05,803.18,799.58
0.78184,796.68,798.98,803.18,799.61
0.78302,797.2,798.76,803.14,799.7
0.784,797.1,798.82,803.16,799.7
0.78482,796.66,799.04,803.22,799.64
0.78569,796.53,799.11,803.25,799.63
0.78676,796.59,799.09,803.26,799.65
0.78797,796.97,798.93,803.24,799.71
0.78885,796.7,799.08,803.28,799.68
0.78972,796.57,799.15,803.3,799.67
0.79078,796.63,799.13,803.31,799.69
0.79198,796.97,798.99,803.29,799.75
0.79307,797.33,798.84,803.27,799.81
0.79396,796.91,799.05,803.33,799.76
0.79479,796.64,799.18,803.37,799.73
0.79574,796.61,799.21,803.38,799.73
0.79691,796.79,799.14,803.38,799.77
0.79809,797.3,798.91,803.34,799.85
0.79907,797.21,798.97,803.36,799.85
0.79989,796.76,799.19,803.42,799.79
0.80076,796.63,799.26,803.44,799.78
0.80183,796.69,799.24,803.45,799.79
0.80304,797.07,799.08,803.43,799.86
0.80392,796.79,799.22,803.47,799.82
0.80479,796.66,799.29,803.49,799.81
0.80585,796.72,799.28,803.5,799.83
0.80705,797.06,799.13,803.47,799.89
0.80814,797.41,798.98,803.45,799.95
0.80903,796.99,799.18,803.5,799.89
0.80985,796.72,799.32,803.54,799.86
0.81081,796.69,799.34,803.56,799.86
0.81197,796.87,799.27,803.55,799.9
0.81315,797.38,799.04,803.51,799.98
0.81413,797.28,799.1,803.53,799.97
0.81495,796.83,799.32,803.59,799.91
0.81582,796.71,799.38,803.61,799.9
0.81689,796.77,799.37,803.61,799.91
0.8181,797.14,799.2,803.59,799.98
0.81898,796.86,799.34,803.62,799.94
0.81985,796.73,799.41,803.65,799.93
0.82091,796.78,799.39,803.65,799.94
0.82211,797.12,799.25,803.63,800
0.8232,797.48,799.09,803.6,800.06
0.82409,797.06,799.3,803.65,800
0.82491,796.78,799.43,803.69,799.97
0.82587,796.75,799.45,803.7,799.97
0.82703,796.93,799.38,803.69,800
0.82821,797.44,799.15,803.65,800.08
0.82919,797.34,799.21,803.67,800.07
0.83001,796.89,799.42,803.72,800.01
0.83088,796.76,799.49,803.75,800
0.83195,796.82,799.47,803.75,800.01
0.83316,797.19,799.31,803.72,800.07
0.83403,796.91,799.44,803.76,800.04
0.83491,796.78,799.51,803.78,800.02
0.83597,796.83,799.49,803.78,800.04
0.83716,797.17,799.35,803.76,800.09
0.83826,797.53,799.19,803.73,800.15
0.83914,797.1,799.39,803.78,800.09
0.83996,796.83,799.52,803.81,800.06
0.84092,796.8,799.54,803.82,800.06
0.84208,796.97,799.47,803.82,800.09
0.84326,797.48,799.25,803.77,800.17
0.84424,797.38,799.3,803.79,800.16
0.84506,796.93,799.51,803.84,800.09
0.84593,796.8,799.58,803.86,800.08
0.847,796.86,799.56,803.86,800.09
0.84821,797.23,799.39,803.83,800.15
0.84909,796.95,799.53,803.87,800.11
0.84996,796.82,799.59,803.89,800.1
0.85102,796.87,799.58,803.89,800.11
0.85222,797.2,799.43,803.86,800.17
0.85331,797.56,799.27,803.83,800.22
0.85419,797.13,799.47,803.88,800.16
0.85501,796.86,799.6,803.92,800.13
0.85597,796.83,799.62,803.93,800.13
0.85713,797,799.55,803.92,800.16
0.85831,797.51,799.32,803.87,800.23
0.85929,797.41,799.37,803.89,800.22
0.86011,796.96,799.59,803.94,800.16
0.86098,796.83,799.65,803.96,800.15
0.86205,796.88,799.63,803.96,800.16
0.86326,797.25,799.46,803.93,800.22
0.86413,796.97,799.6,803.96,800.18
0.86501,796.84,799.66,803.98,800.16
0.86606,796.89,799.65,803.98,800.17
0.86726,797.23,799.5,803.95,800.23
0.86835,797.58,799.34,803.92,800.28
0.86924,797.15,799.54,803.97,800.22
0.87006,796.88,799.67,804,800.18
0.87102,796.85,799.69,804.01,800.18
0.87218,797.02,799.61,804,800.21
0.87336,797.52,799.39,803.95,800.29
0.87433,797.43,799.44,803.97,800.28
0.87516,796.97,799.65,804.02,800.21
0.87602,796.84,799.71,804.04,800.2
0.87709,796.9,799.69,804.04,800.21
0.8783,797.27,799.52,804.01,800.27
0.87918,796.98,799.66,804.04,800.23
0.88005,796.85,799.72,804.06,800.21
0.88111,796.9,799.7,804.06,800.22
0.88231,797.24,799.55,804.03,800.27
0.8834,797.59,799.4,804,800.33
0.88428,797.16,799.6,804.04,800.27
0.8851,796.89,799.72,804.08,800.23
0.88606,796.86,799.74,804.08,800.23
0.88722,797.03,799.67,804.07,800.26
0.8884,797.53,799.44,804.02,800.33
0.88937,797.43,799.49,804.04,800.32
0.8902,796.98,799.7,804.09,800.26
0.89106,796.85,799.76,804.11,800.24
0.89213,796.9,799.74,804.1,800.25
0.89334,797.27,799.57,804.07,800.31
0.89422,796.99,799.71,804.1,800.27
0.89509,796.86,799.77,804.12,800.25
0.89615,796.91,799.75,804.12,800.26
0.89734,797.24,799.6,804.09,800.31
0.89843,797.59,799.44,804.06,800.36
0.89932,797.16,799.64,804.11,800.3
0.90014,796.89,799.77,804.14,800.27
0.9011,796.86,799.79,804.14,800.26
0.90226,797.03,799.71,804.13,800.29
0.90344,797.53,799.48,804.08,800.37
0.90441,797.43,799.53,804.09,800.35
0.90523,796.98,799.74,804.15,800.29
0.9061,796.85,799.8,804.16,800.27
0.90717,796.9,799.78,804.16,800.28
0.90838,797.27,799.62,804.12,800.34
0.90925,796.99,799.75,804.16,800.3
0.91013,796.86,799.81,804.17,800.28
0.91118,796.9,799.79,804.17,800.29
0.91238,797.24,799.64,804.14,800.34
0.91347,797.59,799.48,804.11,800.39
0.91435,797.16,799.68,804.15,800.33
0.91518,796.88,799.81,804.19,800.29
0.91613,796.85,799.83,804.19,800.29
0.91729,797.02,799.75,804.18,800.32
0.91847,797.53,799.52,804.13,800.39
0.91945,797.43,799.57,804.14,800.38
0.92027,796.97,799.78,804.19,800.31
0.92113,796.84,799.84,804.21,800.3
0.9222,796.89,799.82,804.2,800.3
0.92341,797.26,799.65,804.17,800.36
0.92429,796.98,799.78,804.2,800.32
0.92516,796.85,799.84,804.22,800.3
0.92622,796.89,799.82,804.21,800.31
0.92741,797.23,799.67,804.18,800.36
0.9285,797.58,799.51,804.15,800.41
0.92939,797.15,799.71,804.2,800.35
0.93021,796.87,799.84,804.23,800.31
0.93117,796.84,799.86,804.23,800.31
0.93232,797.01,799.78,804.22,800.34
0.9335,797.51,799.55,804.17,800.41
0.93448,797.41,799.6,804.18,800.4
0.9353,796.96,799.81,804.23,800.33
0.93617,796.83,799.87,804.24,800.31
0.93723,796.88,799.85,804.24,800.32
0.93844,797.25,799.68,804.2,800.38
0.93932,796.96,799.81,804.24,800.34
0.94019,796.83,799.87,804.25,800.32
0.94125,796.88,799.85,804.25,800.33
0.94244,797.21,799.7,804.22,800.38
0.94353,797.56,799.54,804.18,800.43
0.94442,797.14,799.74,804.23,800.37
0.94524,796.86,799.87,804.26,800.33
0.94619,796.83,799.88,804.26,800.32
0.94735,796.99,799.81,804.25,800.35
0.94853,797.5,799.58,804.2,800.42
0.94951,797.4,799.62,804.21,800.41
0.95033,796.94,799.83,804.26,800.35
0.95119,796.81,799.89,804.27,800.33
0.95226,796.86,799.87,804.27,800.33
0.95347,797.23,799.7,804.23,800.39
0.95434,796.95,799.83,804.26,800.35
0.95522,796.82,799.89,804.28,800.33
0.95627,796.86,799.87,804.28,800.34
0.95747,797.19,799.72,804.24,800.39
0.95856,797.55,799.56,804.21,800.44
0.95944,797.12,799.76,804.26,800.38
0.96026,796.84,799.89,804.29,800.34
0.96122,796.81,799.9,804.29,800.33
0.96238,796.97,799.83,804.27,800.36
0.96356,797.48,799.6,804.22,800.43
0.96453,797.38,799.64,804.23,800.42
0.96535,796.92,799.85,804.28,800.35
0.96622,796.79,799.91,804.3,800.33
0.96729,796.84,799.89,804.29,800.34
0.9685,797.21,799.72,804.26,800.4
0.96937,796.93,799.85,804.29,800.36
0.97024,796.8,799.91,804.3,800.34
0.9713,796.84,799.89,804.3,800.34
0.97249,797.17,799.74,804.27,800.39
0.97358,797.52,799.58,804.23,800.45
0.97447,797.1,799.78,804.28,800.38
0.97529,796.82,799.9,804.31,800.34
0.97624,796.79,799.92,804.31,800.34
0.9774,796.95,799.84,804.29,800.36
0.97858,797.46,799.61,804.24,800.44
0.97955,797.36,799.66,804.25,800.42
0.98038,796.9,799.87,804.3,800.36
0.98124,796.77,799.93,804.32,800.34
0.98231,796.82,799.91,804.31,800.35
0.98352,797.19,799.74,804.28,800.4
0.98439,796.91,799.87,804.31,800.36
0.98526,796.77,799.93,804.32,800.34
0.98632,796.82,799.91,804.32,800.35
0.98752,797.15,799.76,804.28,800.4
0.9886,797.5,799.6,804.25,800.45
0.98949,797.07,799.79,804.29,800.39
0.99031,796.8,799.92,804.32,800.35
0.99127,796.76,799.93,804.33,800.34
0.99242,796.93,799.86,804.31,800.37
0.9936,797.44,799.63,804.26,800.44
0.99458,797.33,799.67,804.27,800.43
0.9954,796.88,799.88,804.32,800.36
0.99626,796.75,799.94,804.33,800.34
0.99733,796.8,799.92,804.33,800.35
0.99854,797.17,799.75,804.29,800.4
0.99941,796.88,799.88,804.32,800.36
1.0003,796.75,799.94,804.33,800.34
1.0013,796.8,799.92,804.33,800.35
1.0025,797.13,799.77,804.3,800.4
1.0036,797.48,799.61,804.26,800.45
1.0045,797.05,799.8,804.31,800.39
1.0053,796.77,799.93,804.33,800.35
1.0063,796.74,799.95,804.34,800.34
1.0074,796.91,799.87,804.32,800.37
1.0086,797.41,799.64,804.27,800.44
1.0096,797.31,799.69,804.28,800.43
1.0104,796.86,799.89,804.33,800.36
1.0113,796.73,799.95,804.34,800.34
1.0123,796.78,799.93,804.34,800.35
1.0136,797.14,799.76,804.3,800.4
1.0144,796.86,799.89,804.33,800.36
1.0153,796.73,799.95,804.34,800.34
1.0164,796.77,799.93,804.34,800.35
1.0176,797.1,799.78,804.31,800.4
1.0186,797.45,799.62,804.27,800.45
1.0195,797.03,799.81,804.32,800.39
1.0203,796.75,799.94,804.34,800.34
1.0213,796.72,799.96,804.35,800.34
1.0225,796.88,799.88,804.33,800.36
1.0236,797.39,799.65,804.28,800.44
1.0246,797.29,799.69,804.29,800.42
1.0254,796.83,799.9,804.34,800.36
1.0263,796.7,799.96,804.35,800.34
1.0274,796.75,799.94,804.35,800.34
1.0286,797.12,799.77,804.31,800.4
1.0294,796.83,799.9,804.34,800.36
1.0303,796.7,799.96,804.35,800.34
1.0314,796.75,799.94,804.35,800.34
1.0326,797.08,799.79,804.31,800.39
1.0337,797.43,799.63,804.28,800.44
1.0345,797,799.82,804.32,800.38
1.0354,796.72,799.95,804.35,800.34
1.0363,796.69,799.96,804.35,800.34
1.0375,796.86,799.89,804.34,800.36
1.0386,797.36,799.66,804.28,800.43
1.0396,797.26,799.7,804.3,800.42
1.0404,796.81,799.91,804.34,800.35
1.0413,796.67,799.97,804.36,800.33
1.0424,796.73,799.94,804.35,800.34
1.0436,797.09,799.78,804.31,800.39
1.0445,796.81,799.91,804.34,800.35
1.0453,796.68,799.97,804.36,800.33
1.0464,796.72,799.94,804.35,800.34
1.0476,797.05,799.79,804.32,800.39
1.0487,797.4,799.63,804.28,800.44
1.0496,796.97,799.83,804.33,800.38
1.0504,796.7,799.95,804.36,800.34
1.0513,796.66,799.97,804.36,800.33
1.0525,796.83,799.89,804.34,800.36
1.0537,797.34,799.66,804.29,800.43
1.0546,797.23,799.71,804.3,800.41
1.0555,796.78,799.92,804.35,800.35
1.0563,796.65,799.97,804.36,800.33
1.0574,796.7,799.95,804.36,800.34
1.0586,797.07,799.78,804.32,800.39
1.0595,796.78,799.91,804.35,800.35
1.0603,796.65,799.97,804.36,800.33
1.0614,796.7,799.95,804.36,800.33
1.0626,797.03,799.8,804.32,800.38
1.0637,797.38,799.64,804.28,800.43
1.0646,796.95,799.83,804.33,800.37
1.0654,796.67,799.96,804.36,800.33
1.0663,796.64,799.97,804.36,800.32
1.0675,796.81,799.9,804.34,800.35
1.0687,797.31,799.67,804.29,800.42
1.0696,797.21,799.71,804.3,800.41
1.0705,796.75,799.92,804.35,800.34
1.0713,796.62,799.98,804.36,800.32
1.0724,796.67,799.95,804.36,800.33
1.0736,797.04,799.79,804.32,800.38
1.0745,796.76,799.92,804.35,800.34
1.0753,796.62,799.98,804.36,800.32
1.0764,796.67,799.95,804.36,800.33
1.0776,797,799.8,804.32,800.38
1.0787,797.35,799.64,804.29,800.43
1.0796,796.92,799.84,804.33,800.36
1.0804,796.65,799.96,804.36,800.32
1.0813,796.61,799.98,804.36,800.32
1.0825,796.78,799.9,804.35,800.34
1.0837,797.28,799.67,804.29,800.42
1.0847,797.18,799.72,804.3,800.4
1.0855,796.73,799.92,804.35,800.33
1.0863,796.6,799.98,804.36,800.31
1.0874,796.65,799.96,804.36,800.32
1.0886,797.02,799.79,804.32,800.38
1.0895,796.73,799.92,804.35,800.33
1.0904,796.6,799.98,804.36,800.31
1.0914,796.64,799.96,804.36,800.32
1.0926,796.98,799.81,804.32,800.37
1.0937,797.33,799.65,804.29,800.42
1.0946,796.9,799.84,804.33,800.36
1.0954,796.62,799.97,804.36,800.32
1.0964,796.59,799.98,804.36,800.31
1.0975,796.75,799.9,804.35,800.33
1.0987,797.26,799.67,804.29,800.41
1.0997,797.16,799.72,804.3,800.39
1.1005,796.7,799.93,804.35,800.33
1.1013,796.57,799.98,804.36,800.31
1.1024,796.62,799.96,804.36,800.31
1.1036,796.99,799.79,804.32,800.37
1.1045,796.71,799.92,804.35,800.33
1.1054,796.57,799.98,804.36,800.31
1.1064,796.62,799.96,804.36,800.31
1.1076,796.95,799.81,804.32,800.36
1.1087,797.3,799.65,804.29,800.41
1.1096,796.87,799.84,804.33,800.35
1.1104,796.6,799.97,804.36,800.31
1.1114,796.56,799.98,804.36,800.3
1.1125,796.73,799.91,804.34,800.33
1.1137,797.23,799.68,804.29,800.4
1.1147,797.13,799.72,804.3,800.39
1.1155,796.68,799.93,804.35,800.32
1.1164,796.55,799.99,804.36,800.3
1.1174,796.6,799.96,804.36,800.31
1.1186,796.97,799.79,804.32,800.36
1.1195,796.68,799.92,804.35,800.32
1.1204,796.55,799.98,804.36,800.3
1.1214,796.59,799.96,804.36,800.3
1.1226,796.93,799.81,804.32,800.35
1.1237,797.28,799.65,804.28,800.4
1.1246,796.85,799.84,804.33,800.34
1.1254,796.57,799.97,804.36,800.3
1.1264,796.54,799.98,804.36,800.29
1.1275,796.71,799.91,804.34,800.32
1.1287,797.21,799.68,804.29,800.39
1.1297,797.11,799.72,804.3,800.38
1.1305,796.65,799.93,804.35,800.31
1.1314,796.52,799.99,804.36,800.29
1.1324,796.57,799.96,804.35,800.3
1.1336,796.94,799.8,804.32,800.35
1.1345,796.66,799.92,804.34,800.31
1.1354,796.52,799.98,804.36,800.29
1.1364,796.57,799.96,804.35,800.3
1.1376,796.9,799.81,804.32,800.34
1.1387,797.25,799.65,804.28,800.39
1.1396,796.82,799.85,804.33,800.33
1.1404,796.55,799.97,804.35,800.29
1.1414,796.51,799.98,804.36,800.29
1.1425,796.68,799.91,804.34,800.31
1.1437,797.19,799.68,804.29,800.38
1.1447,797.08,799.72,804.3,800.37
1.1455,796.63,799.93,804.34,800.3
1.1464,796.5,799.99,804.36,800.28
1.1474,796.55,799.96,804.35,800.29
1.1486,796.92,799.8,804.31,800.34
1.1495,796.63,799.93,804.34,800.3
1.1504,796.5,799.98,804.36,800.28
1.1514,796.55,799.96,804.35,800.29
1.1526,796.88,799.81,804.32,800.34
1.1537,797.23,799.65,804.28,800.39
1.1546,796.8,799.85,804.32,800.32
1.1554,796.53,799.97,804.35,800.28
1.1564,796.49,799.99,804.35,800.28
1.1575,796.66,799.91,804.34,800.3
1.1587,797.16,799.68,804.28,800.38
1.1597,797.06,799.72,804.29,800.36
1.1605,796.61,799.93,804.34,800.29
1.1614,796.48,799.99,804.35,800.27
1.1624,796.53,799.96,804.35,800.28
1.1636,796.9,799.8,804.31,800.33
1.1645,796.61,799.93,804.34,800.29
1.1654,796.48,799.99,804.35,800.27
1.1664,796.52,799.96,804.35,800.28
1.1676,796.86,799.81,804.31,800.33
1.1687,797.21,799.65,804.27,800.38
1.1696,796.78,799.85,804.32,800.31
1.1704,796.5,799.97,804.35,800.27
1.1714,796.47,799.99,804.35,800.27
1.1725,796.64,799.91,804.33,800.29
1.1737,797.14,799.68,804.28,800.37
1.1747,797.04,799.72,804.29,800.35
1.1755,796.59,799.93,804.34,800.28
1.1764,796.45,799.99,804.35,800.26
1.1774,796.5,799.97,804.34,800.27
1.1786,796.87,799.8,804.31,800.33
1.1795,796.59,799.93,804.34,800.28
1.1804,796.46,799.99,804.35,800.26
1.1814,796.5,799.96,804.34,800.27
1.1826,796.83,799.81,804.31,800.32
1.1837,797.18,799.65,804.27,800.37
1.1846,796.76,799.85,804.32,800.31
1.1854,796.48,799.97,804.34,800.27
1.1864,796.45,799.99,804.35,800.26
1.1875,796.61,799.91,804.33,800.28
1.1887,797.12,799.68,804.28,800.36
1.1897,797.02,799.73,804.29,800.34
1.1905,796.56,799.93,804.33,800.28
1.1914,796.43,799.99,804.35,800.26
1.1924,796.48,799.97,804.34,800.26
1.1936,796.85,799.8,804.3,800.32
1.1945,796.57,799.93,804.33,800.27
1.1954,796.43,799.99,804.35,800.26
1.1964,796.48,799.96,804.34,800.26
1.1976,796.81,799.81,804.3,800.31
1.1987,797.16,799.65,804.27,800.36
1.1996,796.74,799.85,804.31,800.3
1.2004,796.46,799.97,804.34,800.26
1.2014,796.43,799.99,804.34,800.25
1.2025,796.59,799.91,804.33,800.28
1.2037,797.1,799.68,804.27,800.35
1.2047,797,799.73,804.28,800.33
1.2055,796.54,799.93,804.33,800.27
1.2064,796.41,799.99,804.34,800.25
1.2074,796.46,799.97,804.34,800.25
1.2086,796.83,799.8,804.3,800.31
1.2095,796.55,799.93,804.33,800.27
1.2104,796.41,799.99,804.34,800.25
1.2114,796.46,799.96,804.34,800.25
1.2126,796.79,799.81,804.3,800.3
1.2137,797.14,799.65,804.26,800.35
1.2146,796.71,799.85,804.31,800.29
1.2154,796.44,799.97,804.34,800.25
1.2164,796.41,799.99,804.34,800.24
1.2175,796.57,799.91,804.32,800.27
1.2187,797.08,799.68,804.27,800.34
1.2197,796.98,799.72,804.28,800.33
1.2205,796.52,799.93,804.33,800.26
1.2214,796.39,799.99,804.34,800.24
1.2224,796.44,799.96,804.33,800.25
1.2236,796.81,799.8,804.29,800.3
1.2245,796.53,799.93,804.32,800.26
1.2254,796.39,799.98,804.34,800.24
1.2264,796.44,799.96,804.33,800.24
1.2276,796.77,799.81,804.3,800.29
1.2287,797.12,799.65,804.26,800.34
1.2296,796.69,799.85,804.3,800.28
1.2304,796.42,799.97,804.33,800.24
1.2314,796.39,799.99,804.34,800.24
1.2325,796.55,799.91,804.32,800.26
1.2337,797.06,799.68,804.26,800.33
1.2347,796.96,799.72,804.27,800.32
1.2355,796.5,799.93,804.32,800.25
1.2363,796.37,799.99,804.33,800.23
1.2374,796.42,799.96,804.33,800.24
1.2386,796.79,799.8,804.29,800.29
1.2395,796.51,799.93,804.32,800.25
1.2404,796.37,799.98,804.33,800.23
1.2414,796.42,799.96,804.33,800.24
1.2426,796.75,799.81,804.29,800.29
1.2437,797.1,799.65,804.25,800.34
1.2446,796.68,799.85,804.3,800.27
1.2454,796.4,799.97,804.33,800.23
1.2464,796.37,799.98,804.33,800.23
1.2475,796.53,799.91,804.31,800.25
1.2487,797.04,799.68,804.26,800.33
1.2497,796.94,799.72,804.27,800.31
1.2505,796.48,799.93,804.32,800.24
1.2513,796.35,799.99,804.33,800.22
1.2524,796.4,799.96,804.32,800.23
1.2536,796.77,799.8,804.29,800.28
1.2545,796.49,799.92,804.32,800.24
1.2554,796.36,799.98,804.33,800.22
1.2564,796.4,799.96,804.32,800.23
1.2576,796.73,799.81,804.29,800.28
1.2587,797.08,799.65,804.25,800.33
1.2596,796.66,799.85,804.3,800.27
1.2604,796.38,799.97,804.32,800.22
1.2613,796.35,799.98,804.33,800.22
1.2625,796.51,799.91,804.31,800.24
1.2637,797.02,799.68,804.26,800.32
1.2647,796.92,799.72,804.27,800.3
1.2655,796.46,799.93,804.31,800.24
1.2663,796.33,799.99,804.33,800.22
1.2674,796.39,799.96,804.32,800.22
1.2686,796.75,799.8,804.28,800.28
1.2695,796.47,799.92,804.31,800.23
1.2703,796.34,799.98,804.32,800.22
1.2714,796.38,799.96,804.32,800.22
1.2726,796.72,799.81,804.28,800.27
1.2737,797.07,799.65,804.25,800.32
1.2746,796.64,799.85,804.29,800.26
1.2754,796.36,799.97,804.32,800.22
1.2763,796.33,799.98,804.32,800.21
1.2775,796.5,799.91,804.3,800.24
1.2787,797,799.68,804.25,800.31
1.2796,796.9,799.72,804.26,800.3
1.2805,796.45,799.93,804.31,800.23
1.2813,796.32,799.99,804.32,800.21
1.2824,796.37,799.96,804.32,800.22
1.2836,796.74,799.8,804.28,800.27
1.2845,796.45,799.92,804.31,800.23
1.2853,796.32,799.98,804.32,800.21
1.2864,796.37,799.96,804.31,800.21
1.2876,796.7,799.81,804.28,800.26
1.2887,797.05,799.65,804.24,800.31
1.2896,796.62,799.84,804.29,800.25
1.2904,796.35,799.97,804.32,800.21
1.2913,796.31,799.98,804.32,800.2
1.2925,796.48,799.91,804.3,800.23
1.2937,796.98,799.68,804.25,800.3
1.2946,796.88,799.72,804.26,800.29
1.2955,796.43,799.93,804.3,800.22
1.2963,796.3,799.99,804.32,800.2
1.2974,796.35,799.96,804.31,800.21
1.2986,796.72,799.8,804.27,800.26
1.2995,796.43,799.92,804.3,800.22
1.3003,796.3,799.98,804.32,800.2
1.3014,796.35,799.96,804.31,800.21
1.3026,796.68,799.81,804.28,800.26
1.3037,797.03,799.65,804.24,800.31
1.3045,796.61,799.84,804.28,800.24
1.3054,796.33,799.97,804.31,800.2
1.3063,796.3,799.98,804.31,800.2
1.3075,796.46,799.91,804.3,800.22
1.3087,796.97,799.68,804.24,800.3
1.3096,796.87,799.72,804.25,800.28
1.3104,796.41,799.93,804.3,800.21
1.3113,796.28,799.99,804.31,800.19
1.3124,796.33,799.96,804.31,800.2
1.3136,796.7,799.79,804.27,800.26
1.3145,796.42,799.92,804.3,800.21
1.3153,796.29,799.98,804.31,800.19
1.3164,796.33,799.96,804.31,800.2
1.3176,796.67,799.81,804.27,800.25
